date,season,week,season_type,away_team,away_conference,home_team,home_conference,away_points,home_points,neutral,conference_game,venue,notes
2007-09-08,2007,2,regular,Hawai'i,Western Athletic,Louisiana Tech,Western Athletic,45,44,FALSE,TRUE,Joe Aillet Stadium,
2007-09-08,2007,2,regular,Mississippi State,SEC,Tulane,Conference USA,38,17,FALSE,FALSE,Caesars Superdome,
2007-09-08,2007,2,regular,Clark Atlanta,,Alabama A&M,SWAC,10,41,FALSE,FALSE,Louis Crews Stadium,
2007-09-08,2007,2,regular,Murray State,OVC,Illinois State,MVFC,17,43,FALSE,FALSE,Hancock Stadium,
2007-09-08,2007,2,regular,Southern Illinois,MVFC,Northern Illinois,Mid-American,34,31,FALSE,FALSE,Huskie Stadium,
2007-09-08,2007,2,regular,Stephen F. Austin,Southland,North Dakota State,Great West,19,28,FALSE,FALSE,Fargodome,
2007-09-09,2007,2,regular,North Dakota,Great West,Southern Utah,Great West,37,10,FALSE,TRUE,Eccles Coliseum,
2007-09-09,2007,2,regular,North Texas,Sun Belt,SMU,Conference USA,31,45,FALSE,FALSE,Gerald J. Ford Stadium,
2007-09-09,2007,2,regular,Alabama State,SWAC,Texas Southern,SWAC,21,10,TRUE,TRUE,Robertson Stadium,
2007-09-09,2007,2,regular,Indiana,Big Ten,Western Michigan,Mid-American,37,27,FALSE,FALSE,Waldo Stadium,
2007-09-09,2007,2,regular,Syracuse,Big East,Iowa,Big Ten,0,35,FALSE,FALSE,Kinnick Stadium,
2007-09-09,2007,2,regular,South Florida,Big East,Auburn,SEC,26,23,FALSE,FALSE,Jordan-Hare Stadium,
2007-09-09,2007,2,regular,Marist,Metro Atlantic Athletic,San Diego,Pioneer,17,38,FALSE,FALSE,Torero Stadium,
2007-09-09,2007,2,regular,UC Davis,Great West,Portland State,Big Sky,26,17,TRUE,FALSE,,
2007-09-09,2007,2,regular,Virginia Tech,ACC,LSU,SEC,7,48,FALSE,FALSE,Tiger Stadium (LA),
2007-09-09,2007,2,regular,New Mexico State,Western Athletic,New Mexico,Mountain West,34,44,FALSE,FALSE,University Stadium (NM),
2007-09-09,2007,2,regular,Northern Arizona,Big Sky,Arizona,Pac-10,24,45,FALSE,FALSE,Arizona Stadium,
2007-09-09,2007,2,regular,Wisconsin,Big Ten,UNLV,Mountain West,20,13,FALSE,TRUE,Sam Boyd Stadium,
2007-09-09,2007,2,regular,Colorado,Big 12,Arizona State,Pac-10,14,33,FALSE,FALSE,Mountain America Stadium,
2007-09-13,2007,3,regular,West Virginia,Big East,Maryland,ACC,31,14,FALSE,FALSE,SECU Stadium,
2007-09-13,2007,3,regular,Texas Southern,SWAC,Jackson State,SWAC,7,28,FALSE,TRUE,Mississippi Veterans Memorial Stadium,
2007-09-14,2007,3,regular,TCU,Mountain West,Air Force,Mountain West,17,20,FALSE,TRUE,Falcon Stadium,
2007-09-14,2007,3,regular,Presbyterian,FCS Independents,Samford,OVC,24,34,FALSE,FALSE,Seibert Stadium,
2007-09-14,2007,3,regular,Concordia (AL),,Tennessee Tech,OVC,7,55,FALSE,FALSE,Tucker Stadium,
2007-09-15,2007,3,regular,Oklahoma State,Big 12,Troy,Sun Belt,23,41,FALSE,FALSE,Veterans Memorial Stadium (AL),
2007-09-15,2007,3,regular,Temple,Mid-American,UConn,Big East,17,22,FALSE,FALSE,Pratt & Whitney Stadium,
2007-09-15,2007,3,regular,Akron,Mid-American,Indiana,Big Ten,24,41,FALSE,FALSE,"Memorial Stadium (Bloomington, IN)",
2007-09-15,2007,3,regular,Towson,CAA,Massachusetts,CAA,13,36,TRUE,TRUE,,
2007-09-15,2007,3,regular,Pittsburgh,Big East,Michigan State,Big Ten,13,17,FALSE,FALSE,Spartan Stadium,
2007-09-15,2007,3,regular,Virginia,ACC,North Carolina,ACC,22,20,FALSE,TRUE,Kenan Stadium,
2007-09-15,2007,3,regular,Illinois,Big Ten,Syracuse,Big East,41,20,FALSE,FALSE,JMA Wireless Dome,
2007-09-15,2007,3,regular,Cincinnati,Big East,Miami (OH),Mid-American,47,10,FALSE,FALSE,Yager Stadium,
2007-09-15,2007,3,regular,The Citadel,Southern,Wisconsin,Big Ten,31,45,FALSE,FALSE,Camp Randall Stadium,
2007-09-15,2007,3,regular,Eastern Michigan,Mid-American,Northern Illinois,Mid-American,21,19,FALSE,TRUE,Huskie Stadium,
2007-09-15,2007,3,regular,Central Michigan,Mid-American,Purdue,Big Ten,22,45,FALSE,FALSE,Ross-Ade Stadium,
2007-09-15,2007,3,regular,Buffalo,Mid-American,Penn State,Big Ten,24,45,FALSE,FALSE,Beaver Stadium,
2007-09-15,2007,3,regular,Mississippi State,SEC,Auburn,SEC,19,14,FALSE,TRUE,Jordan-Hare Stadium,
2007-09-15,2007,3,regular,Northwestern State,Southland,Northeastern,CAA,14,42,TRUE,FALSE,,
2007-09-15,2007,3,regular,Colgate,Patriot,Dartmouth,Ivy,31,28,FALSE,FALSE,Memorial Field,
2007-09-15,2007,3,regular,Duquesne,Metro Atlantic Athletic,Brown,Ivy,17,28,FALSE,FALSE,Brown Stadium,
2007-09-15,2007,3,regular,Yale,Ivy,Georgetown,Patriot,28,14,FALSE,FALSE,Cooper Field,
2007-09-15,2007,3,regular,Western Carolina,Southern,Georgia,SEC,16,45,FALSE,FALSE,Sanford Stadium,
2007-09-15,2007,3,regular,Harvard,Ivy,Holy Cross,Patriot,28,31,FALSE,FALSE,Fitton Field,
2007-09-15,2007,3,regular,Valparaiso,Pioneer,Kalamazoo,,38,24,TRUE,FALSE,,
2007-09-15,2007,3,regular,Furman,Southern,Clemson,ACC,10,38,FALSE,FALSE,"Memorial Stadium (Clemson, SC)",
2007-09-15,2007,3,regular,Sacred Heart,NEC,Iona,Metro Atlantic Athletic,10,34,TRUE,FALSE,,
2007-09-15,2007,3,regular,St. Joseph's (IN),,Butler,Pioneer,8,11,FALSE,FALSE,Butler Bowl,
2007-09-15,2007,3,regular,Lenoir-Rhyne,,Davidson,Pioneer,20,21,FALSE,FALSE,Richardson Stadium,
2007-09-15,2007,3,regular,Central State (OH),,Dayton,Pioneer,0,40,FALSE,FALSE,Welcome Stadium,
2007-09-15,2007,3,regular,Minnesota,Big Ten,Florida Atlantic,Sun Belt,39,42,FALSE,FALSE,Hard Rock Stadium,
2007-09-15,2007,3,regular,St. Francis (PA),NEC,Robert Morris,NEC,14,28,FALSE,TRUE,Joe Walton Stadium,
2007-09-15,2007,3,regular,Bethune-Cookman,MEAC,Savannah St,FCS Independents,45,13,TRUE,FALSE,,
2007-09-15,2007,3,regular,Marist,Metro Atlantic Athletic,Wagner,NEC,14,24,FALSE,FALSE,Wagner College Stadium,
2007-09-15,2007,3,regular,Ohio,Mid-American,Virginia Tech,ACC,7,28,FALSE,FALSE,Lane Stadium,
2007-09-15,2007,3,regular,Johnson C Smith,,Charleston Southern,Big South,20,44,FALSE,FALSE,Buccaneer Field,
2007-09-15,2007,3,regular,Iowa,Big Ten,Iowa State,Big 12,13,15,FALSE,FALSE,Jack Trice Stadium,
2007-09-15,2007,3,regular,Drake,Pioneer,Wisconsin-Platteville,,20,7,TRUE,FALSE,,
2007-09-15,2007,3,regular,Elizabeth City State,,North Carolina Central,FCS Independents,10,18,TRUE,FALSE,,
2007-09-15,2007,3,regular,Western Michigan,Mid-American,Missouri,Big 12,24,52,FALSE,FALSE,Memorial Stadium,
2007-09-15,2007,3,regular,Eastern Kentucky,OVC,Western Kentucky,FBS Independents,6,26,FALSE,FALSE,Houchens Industries-L.T. Smith Stadium,
2007-09-15,2007,3,regular,Texas Tech,Big 12,Rice,Conference USA,59,24,FALSE,FALSE,Rice Stadium,
2007-09-15,2007,3,regular,Utah Tech,,Montana State,Big Sky,7,61,FALSE,FALSE,Bobcat Stadium,
2007-09-15,2007,3,regular,Rhode Island,CAA,Delaware,CAA,9,38,TRUE,TRUE,,
2007-09-15,2007,3,regular,Tennessee,SEC,Florida,SEC,20,59,FALSE,TRUE,Ben Hill Griffin Stadium,
2007-09-15,2007,3,regular,Notre Dame,FBS Independents,Michigan,Big Ten,0,38,FALSE,FALSE,Michigan Stadium,
2007-09-15,2007,3,regular,Army,FBS Independents,Wake Forest,ACC,10,21,FALSE,FALSE,Allegacy Federal Credit Union Stadium,
2007-09-15,2007,3,regular,Norfolk State,MEAC,Rutgers,Big East,0,59,TRUE,FALSE,High Point Solutions Stadium,
2007-09-15,2007,3,regular,Utah State,Western Athletic,Oklahoma,Big 12,3,54,FALSE,FALSE,"Memorial Stadium (Norman, OK)",
2007-09-15,2007,3,regular,Ohio State,Big Ten,Washington,Pac-10,33,14,FALSE,TRUE,Husky Stadium,
2007-09-15,2007,3,regular,Northern Arizona,Big Sky,App State,Southern,21,34,FALSE,FALSE,Kidd Brewer Stadium,
2007-09-15,2007,3,regular,Texas,Big 12,UCF,Conference USA,35,32,FALSE,FALSE,,
2007-09-15,2007,3,regular,Florida International,Sun Belt,Miami,ACC,9,23,FALSE,FALSE,,
2007-09-15,2007,3,regular,Delaware State,MEAC,Kent State,Mid-American,7,38,FALSE,FALSE,Dix Stadium,
2007-09-15,2007,3,regular,Winston-Salem,MEAC,Morgan State,MEAC,19,17,FALSE,TRUE,Hughes Stadium,
2007-09-15,2007,3,regular,Stony Brook,FCS Independents,Youngstown State,MVFC,6,42,FALSE,FALSE,Stambaugh Stadium,
2007-09-15,2007,3,regular,New Hampshire,CAA,Marshall,Conference USA,48,35,FALSE,FALSE,Joan C. Edwards Stadium,
2007-09-15,2007,3,regular,UCLA,Pac-10,Utah,Mountain West,6,44,FALSE,TRUE,Rice-Eccles Stadium,
2007-09-15,2007,3,regular,Southern Connecticut State,,Central Connecticut,NEC,34,56,FALSE,FALSE,Arute Field,
2007-09-15,2007,3,regular,Ball State,Mid-American,Navy,FBS Independents,34,31,FALSE,FALSE,Navy-Marine Corps Memorial Stadium,
2007-09-15,2007,3,regular,Howard,MEAC,Florida A&M,MEAC,17,30,FALSE,TRUE,Bragg Memorial Stadium,
2007-09-15,2007,3,regular,Southern Miss,Conference USA,East Carolina,Conference USA,28,21,FALSE,TRUE,Dowdy-Ficklen Stadium,
2007-09-15,2007,3,regular,Wofford,Southern,NC State,ACC,17,38,FALSE,FALSE,Carter-Finley Stadium,
2007-09-15,2007,3,regular,Lehigh,Patriot,Princeton,Ivy,32,21,FALSE,FALSE,Princeton University Stadium,
2007-09-15,2007,3,regular,Lafayette,Patriot,Pennsylvania,Ivy,8,7,FALSE,FALSE,Franklin Field,
2007-09-15,2007,3,regular,Maine,CAA,Villanova,CAA,17,24,FALSE,TRUE,Villanova Stadium,
2007-09-15,2007,3,regular,VMI,Big South,James Madison,CAA,17,45,FALSE,FALSE,Bridgeforth Stadium,
2007-09-15,2007,3,regular,Hofstra,CAA,UAlbany,NEC,28,13,TRUE,FALSE,University Field (NY),
2007-09-15,2007,3,regular,Columbia,Ivy,Fordham,Patriot,10,27,TRUE,FALSE,Coffey Field,
2007-09-15,2007,3,regular,Hampton,MEAC,North Carolina A&T,MEAC,59,14,TRUE,TRUE,Aggie Memorial Stadium,
2007-09-15,2007,3,regular,Louisiana Tech,Western Athletic,California,Pac-10,12,42,FALSE,FALSE,California Memorial Stadium,
2007-09-15,2007,3,regular,Idaho State,Big Sky,Oregon State,Pac-10,10,61,FALSE,FALSE,Reser Stadium,
2007-09-15,2007,3,regular,Arkansas,SEC,Alabama,SEC,38,41,FALSE,TRUE,Bryant-Denny Stadium,
2007-09-15,2007,3,regular,Alcorn State,SWAC,UAB,Conference USA,0,22,TRUE,FALSE,Legion Field,
2007-09-15,2007,3,regular,Lambuth,,Murray State,OVC,13,48,FALSE,FALSE,Roy Stewart Stadium,
2007-09-15,2007,3,regular,Bucknell,Patriot,Cornell,Ivy,14,38,FALSE,FALSE,Schoellkopf Field,
2007-09-15,2007,3,regular,Ole Miss,SEC,Vanderbilt,SEC,17,31,FALSE,TRUE,FirstBank Stadium,
2007-09-15,2007,3,regular,Texas State,Southland,Baylor,Big 12,27,34,TRUE,FALSE,Floyd Casey Stadium,
2007-09-15,2007,3,regular,UL Monroe,Sun Belt,Texas A&M,Big 12,14,54,FALSE,FALSE,Kyle Field,
2007-09-15,2007,3,regular,McNeese,Southland,Louisiana,Sun Belt,38,17,FALSE,FALSE,Cajun Field,
2007-09-15,2007,3,regular,Georgia Southern,Southern,Coastal Carolina,Big South,42,34,FALSE,FALSE,Brooks Stadium (SC),
2007-09-15,2007,3,regular,Alabama State,SWAC,Arkansas-Pine Bluff,SWAC,12,10,FALSE,TRUE,Golden Lion Stadium,
2007-09-15,2007,3,regular,SMU,Conference USA,Arkansas State,Sun Belt,28,45,FALSE,FALSE,,
2007-09-15,2007,3,regular,Tennessee State,OVC,Austin Peay,OVC,33,32,FALSE,TRUE,Governors Stadium,
2007-09-15,2007,3,regular,UT Martin,OVC,Central Arkansas,Southland,34,48,FALSE,FALSE,Estes Stadium,
2007-09-15,2007,3,regular,Illinois State,MVFC,Eastern Illinois,OVC,24,21,FALSE,FALSE,O'Brien Stadium,
2007-09-15,2007,3,regular,Toledo,Mid-American,Kansas,Big 12,13,45,FALSE,FALSE,Memorial Stadium,
2007-09-15,2007,3,regular,West Virginia Institute Of Tech,,Morehead State,Pioneer,7,34,FALSE,FALSE,Jayne Stadium,
2007-09-15,2007,3,regular,Sam Houston,Southland,North Dakota State,Great West,38,41,FALSE,FALSE,Fargodome,
2007-09-15,2007,3,regular,Fresno State,Western Athletic,Oregon,Pac-10,21,52,FALSE,FALSE,Autzen Stadium,
2007-09-15,2007,3,regular,Kentucky Wesleyan,,SE Louisiana,Southland,7,79,FALSE,FALSE,Strawberry Stadium,
2007-09-15,2007,3,regular,Indiana State,MVFC,Southeast Missouri State,OVC,10,13,TRUE,FALSE,Houck Stadium,
2007-09-15,2007,3,regular,South Carolina State,MEAC,South Carolina,SEC,3,38,FALSE,FALSE,Williams-Brice Stadium,
2007-09-15,2007,3,regular,Prairie View A&M,SWAC,Southern,SWAC,2,12,FALSE,TRUE,Ace W. Mumford Stadium,
2007-09-15,2007,3,regular,Houston,Conference USA,Tulane,Conference USA,34,10,FALSE,TRUE,Caesars Superdome,
2007-09-15,2007,3,regular,Liberty,Big South,William & Mary,CAA,41,48,FALSE,FALSE,Zable Stadium,
2007-09-15,2007,3,regular,Missouri State,MVFC,Kansas State,Big 12,10,61,FALSE,FALSE,Bill Snyder Family Stadium,
2007-09-15,2007,3,regular,St Francis Illinois,,Western Illinois,MVFC,0,69,FALSE,FALSE,Hanson Field,
2007-09-15,2007,3,regular,Louisville,Big East,Kentucky,SEC,34,40,FALSE,FALSE,Kroger Field,
2007-09-15,2007,3,regular,Mississippi Valley State,SWAC,Alabama A&M,SWAC,14,45,FALSE,TRUE,Louis Crews Stadium,
2007-09-16,2007,3,regular,Boston College,ACC,Georgia Tech,ACC,24,10,FALSE,TRUE,Bobby Dodd Stadium,
2007-09-16,2007,3,regular,Wyoming,Mountain West,Boise State,Western Athletic,14,24,FALSE,FALSE,Albertsons Stadium,
2007-09-16,2007,3,regular,Middle Tennessee,Sun Belt,LSU,SEC,0,44,FALSE,FALSE,Tiger Stadium (LA),
2007-09-16,2007,3,regular,USC,Pac-10,Nebraska,Big 12,49,31,FALSE,FALSE,"Memorial Stadium (Lincoln, NE)",
2007-09-16,2007,3,regular,UTEP,Conference USA,New Mexico State,Western Athletic,24,29,FALSE,FALSE,Aggie Memorial Stadium,
2007-09-16,2007,3,regular,Jacksonville State,OVC,Memphis,Conference USA,14,35,FALSE,FALSE,Simmons Bank Liberty Stadium,
2007-09-16,2007,3,regular,Southern Illinois,MVFC,Southern Utah,Great West,44,10,FALSE,FALSE,Eccles Coliseum,
2007-09-16,2007,3,regular,Northern Iowa,MVFC,South Dakota State,Great West,31,17,TRUE,FALSE,Coughlin-Alumni Stadium,
2007-09-16,2007,3,regular,Duke,ACC,Northwestern,Big Ten,20,14,FALSE,FALSE,Ryan Field,
2007-09-16,2007,3,regular,BYU,Mountain West,Tulsa,Conference USA,47,55,FALSE,FALSE,,
2007-09-16,2007,3,regular,Nicholls,Southland,Nevada,Western Athletic,17,52,FALSE,FALSE,Mackay Stadium,
2007-09-16,2007,3,regular,Weber State,Big Sky,Cal Poly,Great West,19,47,FALSE,FALSE,Alex G. Spanos Stadium,
2007-09-16,2007,3,regular,Northern Colorado,Big Sky,San Diego,Pioneer,13,49,FALSE,FALSE,Torero Stadium,
2007-09-16,2007,3,regular,UC Davis,Great West,Eastern Washington,Big Sky,31,41,FALSE,FALSE,Roos Field,
2007-09-16,2007,3,regular,Sacramento State,Big Sky,Portland State,Big Sky,24,35,TRUE,TRUE,,
2007-09-16,2007,3,regular,Hawai'i,Western Athletic,UNLV,Mountain West,49,14,FALSE,FALSE,Sam Boyd Stadium,
2007-09-16,2007,3,regular,San José State,Western Athletic,Stanford,Pac-10,0,37,FALSE,FALSE,Stanford Stadium,
2007-09-16,2007,3,regular,Florida State,ACC,Colorado,Big 12,16,6,FALSE,FALSE,Folsom Field,
2007-09-16,2007,3,regular,Idaho,Western Athletic,Washington State,Pac-10,28,45,FALSE,FALSE,Gesa Field,
2007-09-16,2007,3,regular,San Diego State,Mountain West,Arizona State,Pac-10,13,34,FALSE,TRUE,Mountain America Stadium,
2007-09-16,2007,3,regular,New Mexico,Mountain West,Arizona,Pac-10,29,27,FALSE,TRUE,Arizona Stadium,
2007-09-20,2007,4,regular,Western Kentucky,FBS Independents,Middle Tennessee,Sun Belt,20,17,FALSE,FALSE,"Johnny ""Red"" Floyd Stadium",
2007-09-20,2007,4,regular,Morgan State,MEAC,Hampton,MEAC,17,24,FALSE,TRUE,Armstrong Stadium,
2007-09-20,2007,4,regular,Texas A&M,Big 12,Miami,ACC,17,34,FALSE,FALSE,,
2007-09-21,2007,4,regular,Murray State,OVC,Tennessee Tech,OVC,24,48,FALSE,TRUE,Tucker Stadium,
2007-09-21,2007,4,regular,College Of New Jersey,,La Salle,Metro Atlantic Athletic,13,12,TRUE,FALSE,,
2007-09-22,2007,4,regular,Oklahoma,Big 12,Tulsa,Conference USA,62,21,FALSE,FALSE,,
2007-09-22,2007,4,regular,North Carolina,ACC,South Florida,Big East,10,37,FALSE,FALSE,Raymond James Stadium,
2007-09-22,2007,4,regular,Illinois,Big Ten,Indiana,Big Ten,27,14,FALSE,TRUE,"Memorial Stadium (Bloomington, IN)",
2007-09-22,2007,4,regular,Syracuse,Big East,Louisville,Big East,38,35,FALSE,TRUE,L&N Federal Credit Union Stadium,
2007-09-22,2007,4,regular,Clemson,ACC,NC State,ACC,42,20,FALSE,TRUE,Carter-Finley Stadium,
2007-09-22,2007,4,regular,Dartmouth,Ivy,New Hampshire,CAA,31,52,FALSE,FALSE,Wildcat Stadium,
2007-09-22,2007,4,regular,Temple,Mid-American,Bowling Green,Mid-American,35,48,FALSE,TRUE,Doyt L. Perry Stadium,
2007-09-22,2007,4,regular,Georgia Tech,ACC,Virginia,ACC,23,28,FALSE,TRUE,Scott Stadium,
2007-09-22,2007,4,regular,East Carolina,Conference USA,West Virginia,Big East,7,48,FALSE,FALSE,Milan Puskar Stadium,
2007-09-22,2007,4,regular,UNC Pembroke,,Jacksonville,Pioneer,10,55,TRUE,FALSE,D. B. Milne Field,
2007-09-22,2007,4,regular,Kent State,Mid-American,Akron,Mid-American,20,27,FALSE,TRUE,,
2007-09-22,2007,4,regular,Cornell,Ivy,Yale,Ivy,12,51,FALSE,TRUE,Yale Bowl,
2007-09-22,2007,4,regular,Florida,SEC,Ole Miss,SEC,30,24,FALSE,TRUE,Vaught-Hemingway Stadium,
2007-09-22,2007,4,regular,Ball State,Mid-American,Nebraska,Big 12,40,41,FALSE,FALSE,"Memorial Stadium (Lincoln, NE)",
2007-09-22,2007,4,regular,Marist,Metro Atlantic Athletic,Columbia,Ivy,7,31,FALSE,FALSE,Lawrence A. Wien Stadium,
2007-09-22,2007,4,regular,Army,FBS Independents,Boston College,ACC,17,37,FALSE,FALSE,"Alumni Stadium (Chestnut Hill, MA)",
2007-09-22,2007,4,regular,Hofstra,CAA,Rhode Island,CAA,37,24,FALSE,TRUE,Meade Stadium,
2007-09-22,2007,4,regular,Richmond,CAA,Bucknell,Patriot,45,14,FALSE,FALSE,Christy Mathewson-Memorial Stadium,
2007-09-22,2007,4,regular,Missouri S&T,,Butler,Pioneer,21,28,FALSE,FALSE,Butler Bowl,
2007-09-22,2007,4,regular,Dayton,Pioneer,Fordham,Patriot,31,24,TRUE,FALSE,Coffey Field,
2007-09-22,2007,4,regular,VMI,Big South,Lehigh,Patriot,6,37,FALSE,FALSE,Goodman Stadium,
2007-09-22,2007,4,regular,Robert Morris,NEC,Morehead State,Pioneer,9,8,FALSE,FALSE,Jayne Stadium,
2007-09-22,2007,4,regular,Duke,ACC,Navy,FBS Independents,43,46,FALSE,FALSE,Navy-Marine Corps Memorial Stadium,
2007-09-22,2007,4,regular,Azusa Pacific,,Nicholls,Southland,28,30,TRUE,FALSE,,
2007-09-22,2007,4,regular,Hofstra,CAA,Rhodes College,,37,24,TRUE,FALSE,Meade Stadium,
2007-09-22,2007,4,regular,Duquesne,Metro Atlantic Athletic,Sacred Heart,NEC,30,23,FALSE,FALSE,Campus Field,
2007-09-22,2007,4,regular,William & Mary,CAA,Virginia Tech,ACC,3,44,FALSE,FALSE,Lane Stadium,
2007-09-22,2007,4,regular,Liberty,Big South,Elon,Southern,14,42,FALSE,FALSE,Rhodes Stadium,
2007-09-22,2007,4,regular,Valparaiso,Pioneer,Marian College,,21,13,TRUE,FALSE,,
2007-09-22,2007,4,regular,Illinois State,MVFC,Missouri,Big 12,17,38,FALSE,FALSE,Memorial Stadium,
2007-09-22,2007,4,regular,Arkansas-Pine Bluff,SWAC,Southern Illinois,MVFC,3,58,TRUE,FALSE,,
2007-09-22,2007,4,regular,Massachusetts,CAA,Maine,CAA,38,7,FALSE,TRUE,Alfond Stadium,
2007-09-22,2007,4,regular,Eastern Kentucky,OVC,Jacksonville State,OVC,31,20,FALSE,TRUE,AmFirst Stadium,
2007-09-22,2007,4,regular,Wyoming,Mountain West,Ohio,Mid-American,34,33,FALSE,FALSE,Peden Stadium,
2007-09-22,2007,4,regular,App State,Southern,Wofford,Southern,31,42,FALSE,TRUE,Gibbs Stadium,
2007-09-22,2007,4,regular,UAlbany,NEC,Montana,Big Sky,14,35,FALSE,FALSE,Washington-Grizzly Stadium,
2007-09-22,2007,4,regular,Air Force,Mountain West,BYU,Mountain West,6,31,FALSE,TRUE,LaVell Edwards Stadium,
2007-09-22,2007,4,regular,South Carolina,SEC,LSU,SEC,16,28,FALSE,TRUE,Tiger Stadium (LA),
2007-09-22,2007,4,regular,Penn State,Big Ten,Michigan,Big Ten,9,14,FALSE,TRUE,Michigan Stadium,
2007-09-22,2007,4,regular,Maryland,ACC,Wake Forest,ACC,24,31,FALSE,TRUE,Allegacy Federal Credit Union Stadium,
2007-09-22,2007,4,regular,Northwestern,Big Ten,Ohio State,Big Ten,7,58,FALSE,TRUE,Ohio Stadium,
2007-09-22,2007,4,regular,North Dakota State,Great West,Central Michigan,Mid-American,44,14,FALSE,FALSE,Kelly/Shorts Stadium,
2007-09-22,2007,4,regular,Howard,MEAC,Eastern Michigan,Mid-American,15,38,FALSE,FALSE,Rynearson Stadium,
2007-09-22,2007,4,regular,Miami (OH),Mid-American,Colorado,Big 12,0,42,FALSE,FALSE,Folsom Field,
2007-09-22,2007,4,regular,Montana State,Big Sky,Weber State,Big Sky,21,5,FALSE,TRUE,Stewart Stadium,
2007-09-22,2007,4,regular,Memphis,Conference USA,UCF,Conference USA,20,56,FALSE,TRUE,,
2007-09-22,2007,4,regular,Texas Tech,Big 12,Oklahoma State,Big 12,45,49,FALSE,TRUE,Boone Pickens Stadium,
2007-09-22,2007,4,regular,Michigan State,Big Ten,Notre Dame,FBS Independents,31,14,FALSE,FALSE,Notre Dame Stadium,
2007-09-22,2007,4,regular,Bethune-Cookman,MEAC,Norfolk State,MEAC,31,38,FALSE,TRUE,"William Dick"""" Price Stadium""""",
2007-09-22,2007,4,regular,Lock Haven University,,Youngstown State,MVFC,3,35,FALSE,FALSE,Stambaugh Stadium,
2007-09-22,2007,4,regular,Colorado State,Mountain West,Houston,Conference USA,27,38,FALSE,FALSE,Robertson Stadium,
2007-09-22,2007,4,regular,Northeastern,CAA,UC Davis,Great West,10,28,FALSE,FALSE,Aggie Stadium,
2007-09-22,2007,4,regular,Northern Illinois,Mid-American,Idaho,Western Athletic,42,35,FALSE,FALSE,Kibbie Dome,
2007-09-22,2007,4,regular,Northern Iowa,MVFC,Drake,Pioneer,45,7,FALSE,FALSE,Drake Stadium,
2007-09-22,2007,4,regular,Jackson State,SWAC,Mississippi Valley State,SWAC,50,16,TRUE,TRUE,,
2007-09-22,2007,4,regular,Eastern Washington,Big Sky,Idaho State,Big Sky,34,7,FALSE,TRUE,Holt Arena,
2007-09-22,2007,4,regular,Kentucky,SEC,Arkansas,SEC,42,29,FALSE,TRUE,Razorback Stadium,
2007-09-22,2007,4,regular,Arizona,Pac-10,California,Pac-10,27,45,FALSE,TRUE,California Memorial Stadium,
2007-09-22,2007,4,regular,Pennsylvania,Ivy,Villanova,CAA,14,34,FALSE,FALSE,Villanova Stadium,
2007-09-22,2007,4,regular,Coastal Carolina,Big South,James Madison,CAA,10,45,FALSE,FALSE,Bridgeforth Stadium,
2007-09-22,2007,4,regular,Eastern Illinois,OVC,Indiana State,MVFC,54,20,FALSE,FALSE,Memorial Stadium,
2007-09-22,2007,4,regular,Princeton,Ivy,Lafayette,Patriot,20,14,FALSE,FALSE,Fisher Field,
2007-09-22,2007,4,regular,Baylor,Big 12,Buffalo,Mid-American,34,21,FALSE,FALSE,UB Stadium,
2007-09-22,2007,4,regular,Winston-Salem,MEAC,South Carolina State,MEAC,7,20,FALSE,TRUE,Oliver C. Dawson Stadium,
2007-09-22,2007,4,regular,Monmouth,NEC,Stony Brook,FCS Independents,15,21,FALSE,FALSE,Kenneth P. LaValle Stadium,
2007-09-22,2007,4,regular,Presbyterian,FCS Independents,Western Carolina,Southern,20,33,FALSE,FALSE,E. J. Whitmire Stadium,
2007-09-22,2007,4,regular,Northern Colorado,Big Sky,Northern Arizona,Big Sky,14,34,FALSE,TRUE,Walkup Skydome,
2007-09-22,2007,4,regular,North Carolina Central,FCS Independents,North Carolina A&T,MEAC,27,22,TRUE,FALSE,Aggie Memorial Stadium,
2007-09-22,2007,4,regular,Portland State,Big Sky,San Diego State,Mountain West,17,52,TRUE,FALSE,Qualcomm Stadium,
2007-09-22,2007,4,regular,New Mexico State,Western Athletic,Auburn,SEC,20,55,FALSE,FALSE,Jordan-Hare Stadium,
2007-09-22,2007,4,regular,Delaware,CAA,Towson,CAA,27,7,FALSE,TRUE,Johnny Unitas Stadium,
2007-09-22,2007,4,regular,UConn,Big East,Pittsburgh,Big East,34,14,FALSE,TRUE,Acrisure Stadium,
2007-09-22,2007,4,regular,Florida Atlantic,Sun Belt,North Texas,Sun Belt,30,20,FALSE,TRUE,,
2007-09-22,2007,4,regular,Rice,Conference USA,Texas,Big 12,14,58,FALSE,FALSE,DKR-Texas Memorial Stadium,
2007-09-22,2007,4,regular,Chattanooga,Southern,Georgia Southern,Southern,45,38,FALSE,TRUE,Allen E. Paulson Stadium,
2007-09-22,2007,4,regular,Troy,Sun Belt,Louisiana,Sun Belt,48,31,FALSE,TRUE,Cajun Field,
2007-09-22,2007,4,regular,Gardner-Webb,Big South,Mississippi State,SEC,15,31,FALSE,FALSE,Davis Wade Stadium,
2007-09-22,2007,4,regular,UT Martin,OVC,Austin Peay,OVC,14,17,FALSE,TRUE,Governors Stadium,
2007-09-22,2007,4,regular,Florida International,Sun Belt,Kansas,Big 12,3,55,FALSE,FALSE,Memorial Stadium,
