date,season,type,round,team,opponent,home_away,conf_game,div_game,points_for,points_against,ot,pre_rate,post_rate,rating_change,expected_win,result
2002-10-27,2002,R,,nfl_0008,nfl_0025,H,1,0,14,17,0,1446.689670958063,1432.1633861150658,-14.526284842997207,0.6299119548181645,0.0
2002-10-27,2002,R,,nfl_0025,nfl_0008,A,1,0,17,14,0,1426.2997532609215,1441.042518626214,14.742765365292477,0.37008804518183547,1.0
2002-10-27,2002,R,,nfl_0026,nfl_0001,H,1,1,38,28,0,1563.9005894109239,1579.4890257357574,15.58843632483347,0.6666194749995096,1.0
2002-10-27,2002,R,,nfl_0001,nfl_0026,A,1,1,28,38,0,1515.525480984949,1499.9370446601154,-15.58843632483347,0.3333805250004904,0.0
2002-10-27,2002,R,,nfl_0013,nfl_0032,H,1,1,19,21,0,1501.170987186843,1485.7084161987932,-15.462570988049634,0.7475312153490913,0.0
2002-10-27,2002,R,,nfl_0032,nfl_0013,A,1,1,21,19,0,1384.6023299099857,1400.0649008980354,15.462570988049634,0.2524687846509087,1.0
2002-10-27,2002,R,,nfl_0017,nfl_0009,H,1,0,16,24,0,1554.878208259147,1531.0457559859494,-23.832452273197422,0.6217277587985225,0.0
2002-10-27,2002,R,,nfl_0009,nfl_0017,A,1,0,24,16,0,1564.5598940459565,1588.0423942180491,23.48250017209264,0.3782722412014775,1.0
2002-10-27,2002,R,,nfl_0030,nfl_0012,H,0,0,26,21,0,1435.236596166148,1449.1111843613103,13.8745881951622,0.49708728518647555,1.0
2002-10-27,2002,R,,nfl_0012,nfl_0030,A,0,0,21,26,0,1515.2605806148124,1501.3859924196502,-13.8745881951622,0.5029127148135244,0.0
2002-10-28,2002,R,,nfl_0022,nfl_0019,H,1,1,17,3,0,1643.194490998092,1655.1161624596705,11.92167146157836,0.7754420620547946,1.0
2002-10-28,2002,R,,nfl_0019,nfl_0022,A,1,1,3,17,0,1475.9061138099705,1463.9844423483921,-11.92167146157836,0.2245579379452054,0.0
2002-11-03,2002,R,,nfl_0012,nfl_0029,H,1,1,15,23,0,1501.3859924196502,1474.6593458942198,-26.726646525430485,0.6606976125922129,0.0
2002-11-03,2002,R,,nfl_0029,nfl_0012,A,1,1,23,15,0,1457.6196635981212,1484.3463101235516,26.726646525430485,0.33930238740778706,1.0
2002-11-03,2002,R,,nfl_0032,nfl_0007,H,1,0,3,38,0,1400.0649008980354,1330.1236143373696,-69.9412865606657,0.7427927012538627,0.0
2002-11-03,2002,R,,nfl_0007,nfl_0032,A,1,0,38,3,0,1287.8311651722802,1357.772451732946,69.9412865606657,0.25720729874613735,1.0
2002-11-03,2002,R,,nfl_0028,nfl_0016,H,1,0,38,24,0,1624.4472023728563,1632.3604861938757,7.913283821019464,0.8271791496943138,1.0
2002-11-03,2002,R,,nfl_0016,nfl_0028,A,1,0,24,38,0,1424.445825878886,1416.4128289034268,-8.032996975459092,0.17282085030568617,0.0
2002-11-03,2002,R,,nfl_0004,nfl_0017,H,1,1,7,38,0,1503.1405758201777,1447.1071387176517,-56.03343710252592,0.5631190148576081,0.0
2002-11-03,2002,R,,nfl_0017,nfl_0004,A,1,1,38,7,0,1531.0457559859494,1587.9268739832032,56.881117997253845,0.43688098514239193,1.0
2002-11-03,2002,R,,nfl_0031,nfl_0023,H,1,1,20,23,0,1492.8893746289366,1481.5619952868308,-11.327379342105846,0.477335723205166,0.0
2002-11-03,2002,R,,nfl_0023,nfl_0031,A,1,1,23,20,0,1580.6489267070374,1592.1476680706817,11.498741363644344,0.522664276794834,1.0
2002-11-03,2002,R,,nfl_0010,nfl_0008,H,1,0,9,7,0,1379.8152826488144,1388.986995320076,9.171712671261435,0.5282512305020958,1.0
2002-11-03,2002,R,,nfl_0008,nfl_0010,A,1,0,7,9,0,1432.1633861150658,1423.128356509769,-9.035029605296772,0.47174876949790423,0.0
2002-11-03,2002,R,,nfl_0002,nfl_0003,H,0,0,20,17,0,1531.8191659971842,1539.1201229462993,7.300956949115084,0.669404144147321,1.0
2002-11-03,2002,R,,nfl_0003,nfl_0002,A,0,0,17,20,0,1481.2627694208898,1473.9618124717747,-7.300956949115084,0.33059585585267903,0.0
2002-11-03,2002,R,,nfl_0006,nfl_0022,H,1,0,13,19,0,1439.83088871803,1431.1997328034345,-8.631155914595645,0.3121090745780932,0.0
2002-11-03,2002,R,,nfl_0022,nfl_0006,A,1,0,19,13,0,1655.1161624596705,1663.7473183742661,8.631155914595645,0.6878909254219068,1.0
2002-11-03,2002,R,,nfl_0024,nfl_0020,H,1,0,13,44,0,1586.8977203748802,1518.7579036327368,-68.13981674214355,0.8301238898075539,0.0
2002-11-03,2002,R,,nfl_0020,nfl_0024,A,1,0,44,13,0,1407.2934786018998,1475.4332953440432,68.13981674214355,0.16987611019244608,1.0
2002-11-03,2002,R,,nfl_0001,nfl_0027,H,1,1,14,27,0,1499.9370446601154,1470.544682668771,-29.39236199134434,0.5311497533217624,0.0
2002-11-03,2002,R,,nfl_0027,nfl_0001,A,1,1,27,14,0,1526.263910549688,1555.6562725410324,29.39236199134434,0.4688502466782376,1.0
2002-11-03,2002,R,,nfl_0021,nfl_0026,H,0,0,20,23,1,1557.402302697023,1548.3722938738892,-9.030008823133798,0.5713408580587207,0.0
2002-11-03,2002,R,,nfl_0026,nfl_0021,A,0,0,23,20,1,1579.4890257357574,1588.5190345588912,9.030008823133798,0.4286591419412793,1.0
2002-11-03,2002,R,,nfl_0025,nfl_0030,H,1,0,3,14,0,1441.042518626214,1413.9367548466557,-27.105763779558284,0.5909800536263554,0.0
2002-11-03,2002,R,,nfl_0030,nfl_0025,A,1,0,14,3,0,1449.1111843613103,1476.2169481408685,27.105763779558284,0.4090199463736446,1.0
2002-11-03,2002,R,,nfl_0019,nfl_0013,H,0,0,24,17,0,1463.9844423483921,1478.823478604958,14.839036256565885,0.5633756190395188,1.0
2002-11-03,2002,R,,nfl_0013,nfl_0019,A,0,0,17,24,0,1485.7084161987932,1470.8693799422274,-14.839036256565885,0.4366243809604812,0.0
2002-11-04,2002,R,,nfl_0011,nfl_0015,H,0,0,24,10,0,1626.9400751114777,1641.7595653065748,14.819490195097181,0.7023534048301102,1.0
2002-11-04,2002,R,,nfl_0015,nfl_0011,A,0,0,10,24,0,1549.7981658458834,1534.9786756507863,-14.819490195097181,0.2976465951698898,0.0
2002-11-10,2002,R,,nfl_0016,nfl_0019,H,1,0,20,27,0,1416.4128289034268,1399.4111648181738,-17.001664085253044,0.51379668123645,0.0
2002-11-10,2002,R,,nfl_0019,nfl_0016,A,1,0,27,20,0,1478.823478604958,1495.825142690211,17.001664085253044,0.48620331876355005,1.0
2002-11-10,2002,R,,nfl_0023,nfl_0002,H,0,0,34,34,1,1592.1476680706817,1590.6413647275415,-1.506303343140083,0.6725445642477946,0.5
2002-11-10,2002,R,,nfl_0002,nfl_0023,A,0,0,34,34,1,1539.1201229462993,1540.6264262894395,1.506303343140083,0.32745543575220537,0.5
2002-11-10,2002,R,,nfl_0005,nfl_0018,H,1,1,24,34,0,1425.2997837322434,1408.102397009913,-17.19738672233047,0.40526024239411057,0.0
2002-11-10,2002,R,,nfl_0018,nfl_0005,A,1,1,34,24,0,1563.936972394901,1581.1343591172315,17.19738672233047,0.5947397576058895,1.0
2002-11-10,2002,R,,nfl_0003,nfl_0007,H,1,1,38,27,0,1473.9618124717747,1485.5354647762597,11.573652304484998,0.7471189221146024,1.0
2002-11-10,2002,R,,nfl_0007,nfl_0003,A,1,1,27,38,0,1357.772451732946,1346.198799428461,-11.573652304484998,0.2528810778853976,0.0
2002-11-10,2002,R,,nfl_0011,nfl_0010,H,1,1,40,14,0,1641.7595653065748,1652.0147423622218,10.255177055646982,0.862356579560062,1.0
2002-11-10,2002,R,,nfl_0010,nfl_0011,A,1,1,14,40,0,1388.986995320076,1378.731818264429,-10.255177055646982,0.13764342043993805,0.0
2002-11-10,2002,R,,nfl_0027,nfl_0024,H,0,0,28,24,0,1555.6562725410324,1564.3170825887714,8.660810047739036,0.6517792702037812,1.0
2002-11-10,2002,R,,nfl_0024,nfl_0027,A,0,0,24,28,0,1518.7579036327368,1510.0970935849978,-8.660810047739036,0.34822072979621876,0.0
2002-11-10,2002,R,,nfl_0022,nfl_0012,H,0,0,13,35,0,1663.7473183742661,1613.3746918555528,-50.37262651871336,0.818013031342418,0.0
2002-11-10,2002,R,,nfl_0012,nfl_0022,A,0,0,35,13,0,1474.6593458942198,1525.031972412933,50.37262651871336,0.18198696865758202,1.0
2002-11-10,2002,R,,nfl_0029,nfl_0032,H,1,1,17,10,0,1484.3463101235516,1491.6192432251812,7.272933101629536,0.7862121531512714,1.0
2002-11-10,2002,R,,nfl_0032,nfl_0029,A,1,1,10,17,0,1330.1236143373696,1322.85068123574,-7.272933101629536,0.21378784684872865,0.0
2002-11-10,2002,R,,nfl_0013,nfl_0030,H,0,0,26,7,0,1470.8693799422274,1496.6952644692212,25.825884526993775,0.5947609064901043,1.0
2002-11-10,2002,R,,nfl_0030,nfl_0013,A,0,0,7,26,0,1476.2169481408685,1450.3910636138746,-25.825884526993775,0.40523909350989573,0.0
2002-11-10,2002,R,,nfl_0001,nfl_0025,H,1,1,6,27,0,1470.544682668771,1420.677123387852,-49.867559280919046,0.6770673019372859,0.0
2002-11-10,2002,R,,nfl_0025,nfl_0001,A,1,1,27,6,0,1413.9367548466557,1463.8043141275748,49.867559280919046,0.3229326980627141,1.0
2002-11-10,2002,R,,nfl_0006,nfl_0017,H,0,0,30,33,0,1431.1997328034345,1423.5480982418403,-7.651634561594116,0.38042879001691937,0.0
2002-11-10,2002,R,,nfl_0017,nfl_0006,A,0,0,33,30,0,1587.9268739832032,1595.5785085447974,7.651634561594117,0.6195712099830806,1.0
2002-11-10,2002,R,,nfl_0026,nfl_0014,H,0,0,17,13,0,1588.5190345588912,1596.978443941176,8.459409382284871,0.653238315798478,1.0
2002-11-10,2002,R,,nfl_0014,nfl_0026,A,0,0,13,17,0,1526.502815840247,1518.0434064579622,-8.459409382284871,0.346761684201522,0.0
2002-11-10,2002,R,,nfl_0020,nfl_0015,H,1,1,13,10,0,1475.4332953440432,1486.9109295000064,11.47763415596312,0.5265333837317213,1.0
2002-11-10,2002,R,,nfl_0015,nfl_0020,A,1,1,10,13,0,1534.9786756507863,1523.501041494823,-11.47763415596312,0.4734666162682787,0.0
2002-11-11,2002,R,,nfl_0009,nfl_0021,H,1,1,10,34,0,1588.0423942180491,1531.8043489078843,-56.23804531016481,0.6858912613341613,0.0
2002-11-11,2002,R,,nfl_0021,nfl_0009,A,1,1,34,10,0,1548.3722938738892,1604.610339184054,56.23804531016481,0.31410873866583866,1.0
2002-11-17,2002,R,,nfl_0016,nfl_0011,H,1,1,31,21,0,1399.4111648181738,1427.9454999885106,28.534335170336853,0.261219893742511,1.0
2002-11-17,2002,R,,nfl_0011,nfl_0016,A,1,1,21,31,0,1652.0147423622218,1623.480407191885,-28.534335170336853,0.738780106257489,0.0
2002-11-17,2002,R,,nfl_0014,nfl_0004,H,1,0,17,16,0,1518.0434064579622,1523.258361355464,5.21495489750201,0.6647762264303716,1.0
2002-11-17,2002,R,,nfl_0004,nfl_0014,A,1,0,16,17,0,1447.1071387176517,1441.8921838201497,-5.21495489750201,0.3352237735696284,0.0
2002-11-17,2002,R,,nfl_0012,nfl_0008,H,0,0,20,3,0,1525.031972412933,1541.056686557705,16.02471414477185,0.7032692334038585,1.0
2002-11-17,2002,R,,nfl_0008,nfl_0012,A,0,0,3,20,0,1423.128356509769,1407.103642364997,-16.02471414477185,0.2967307665961415,0.0
2002-11-17,2002,R,,nfl_0007,nfl_0031,H,1,1,20,27,0,1346.198799428461,1333.4003545335333,-12.798444894927492,0.37685870036830965,0.0
2002-11-17,2002,R,,nfl_0031,nfl_0007,A,1,1,27,20,0,1481.5619952868308,1494.3604401817583,12.798444894927494,0.6231412996316903,1.0
2002-11-17,2002,R,,nfl_0032,nfl_0013,H,1,1,21,24,0,1322.85068123574,1315.0007197231714,-7.849961512568642,0.35749239872230454,0.0
2002-11-17,2002,R,,nfl_0013,nfl_0032,A,1,1,24,21,0,1496.6952644692212,1504.5452259817898,7.849961512568642,0.6425076012776955,1.0
2002-11-17,2002,R,,nfl_0022,nfl_0001,H,1,0,38,14,0,1613.3746918555528,1625.1158241977166,11.74113234216386,0.8210858644745408,1.0
2002-11-17,2002,R,,nfl_0001,nfl_0022,A,1,0,14,38,0,1420.677123387852,1408.935991045688,-11.74113234216386,0.1789141355254592,0.0
2002-11-17,2002,R,,nfl_0029,nfl_0023,H,1,0,31,23,0,1491.6192432251812,1510.0558133091492,18.436570083968117,0.4611902641868666,1.0
2002-11-17,2002,R,,nfl_0023,nfl_0029,A,1,0,23,31,0,1590.6413647275415,1572.2047946435735,-18.436570083968117,0.5388097358131334,0.0
2002-11-17,2002,R,,nfl_0019,nfl_0030,H,1,1,19,17,0,1495.825142690211,1502.8579824956373,7.032839805426317,0.6628464499375092,1.0
2002-11-17,2002,R,,nfl_0030,nfl_0019,A,1,1,17,19,0,1450.3910636138746,1443.3582238084482,-7.032839805426317,0.3371535500624908,0.0
2002-11-17,2002,R,,nfl_0002,nfl_0018,H,1,1,24,17,0,1540.6264262894395,1557.207205175682,16.580778886242623,0.5451970178447513,1.0
2002-11-17,2002,R,,nfl_0018,nfl_0002,A,1,1,17,24,0,1581.1343591172315,1564.553580230989,-16.580778886242623,0.4548029821552487,0.0
2002-11-17,2002,R,,nfl_0028,nfl_0005,H,1,1,23,10,0,1632.3604861938757,1638.711100341835,6.350614147959353,0.8633684619241581,1.0
2002-11-17,2002,R,,nfl_0005,nfl_0028,A,1,1,10,23,0,1408.102397009913,1401.7517828619536,-6.350614147959353,0.13663153807584194,0.0
2002-11-17,2002,R,,nfl_0024,nfl_0026,H,0,0,20,17,1,1510.0970935849978,1517.7047179677418,7.607624382743899,0.47859710214156004,1.0
2002-11-17,2002,R,,nfl_0026,nfl_0024,A,0,0,17,20,1,1596.978443941176,1589.370819558432,-7.607624382743899,0.52140289785844,0.0
2002-11-17,2002,R,,nfl_0025,nfl_0009,H,0,0,9,31,0,1463.8043141275748,1429.7418448129722,-34.06246931460267,0.5143871341545516,0.0
2002-11-17,2002,R,,nfl_0009,nfl_0025,A,0,0,31,9,0,1531.8043489078843,1565.866818222487,34.06246931460267,0.4856128658454484,1.0
2002-11-17,2002,R,,nfl_0010,nfl_0020,H,0,0,14,31,0,1378.731818264429,1354.6431866418986,-24.088631622530226,0.4481214522272286,0.0
2002-11-17,2002,R,,nfl_0020,nfl_0010,A,0,0,31,14,0,1486.9109295000064,1510.9995611225368,24.088631622530222,0.5518785477727715,1.0
2002-11-17,2002,R,,nfl_0015,nfl_0003,H,1,0,26,7,0,1523.501041494823,1545.1430373205899,21.641995825766806,0.6531722785911235,1.0
2002-11-17,2002,R,,nfl_0003,nfl_0015,A,1,0,7,26,0,1485.5354647762597,1463.893468950493,-21.641995825766806,0.3468277214088765,0.0
2002-11-17,2002,R,,nfl_0021,nfl_0017,H,1,0,27,20,0,1604.610339184054,1617.9837906417365,13.373451457682375,0.606331560916428,1.0
2002-11-17,2002,R,,nfl_0017,nfl_0021,A,1,0,20,27,0,1595.5785085447974,1582.205057087115,-13.373451457682375,0.39366843908357196,0.0
2002-11-18,2002,R,,nfl_0027,nfl_0006,H,1,0,21,16,0,1564.3170825887714,1570.159211764891,5.842129176119642,0.7729065828479513,1.0
2002-11-18,2002,R,,nfl_0006,nfl_0027,A,1,0,16,21,0,1423.5480982418403,1417.7059690657206,-5.842129176119642,0.22709341715204867,0.0
2002-11-24,2002,R,,nfl_0023,nfl_0007,H,1,1,29,21,0,1572.2047946435735,1577.0129124150974,4.808117771523869,0.8568210912331404,1.0
2002-11-24,2002,R,,nfl_0007,nfl_0023,A,1,1,21,29,0,1333.4003545335333,1328.5922367620094,-4.808117771523869,0.14317890876685957,0.0
2002-11-24,2002,R,,nfl_0030,nfl_0027,H,1,0,20,17,0,1443.3582238084482,1454.9400707634907,11.58184695504257,0.43022797833166715,1.0
2002-11-24,2002,R,,nfl_0027,nfl_0030,A,1,0,17,20,0,1570.159211764891,1558.5773648098486,-11.58184695504257,0.5697720216683329,0.0
2002-11-24,2002,R,,nfl_0005,nfl_0002,H,1,1,0,41,0,1401.7517828619536,1360.54155136202,-41.21023149993365,0.3821557799024297,0.0
2002-11-24,2002,R,,nfl_0002,nfl_0005,A,1,1,41,0,0,1557.207205175682,1598.4174366756156,41.210231499933656,0.6178442200975702,1.0
2002-11-24,2002,R,,nfl_0020,nfl_0004,H,1,1,31,13,0,1510.9995611225368,1530.5441147829254,19.54455366038853,0.692595009022189,1.0
2002-11-24,2002,R,,nfl_0004,nfl_0020,A,1,1,13,31,0,1441.8921838201497,1422.3476301597611,-19.54455366038853,0.30740499097781104,0.0
2002-11-24,2002,R,,nfl_0018,nfl_0031,H,0,0,15,24,0,1564.553580230989,1539.443609912183,-25.109970318805914,0.6939241070914319,0.0
2002-11-24,2002,R,,nfl_0031,nfl_0018,A,0,0,24,15,0,1494.3604401817583,1519.4704105005642,25.109970318805914,0.30607589290856807,1.0
2002-11-24,2002,R,,nfl_0015,nfl_0024,H,1,0,30,3,0,1545.1430373205899,1573.7786362994914,28.63559897890153,0.6393197709473454,1.0
2002-11-24,2002,R,,nfl_0024,nfl_0015,A,1,0,3,30,0,1517.7047179677418,1489.0691189888403,-28.63559897890153,0.3606802290526546,0.0
2002-11-24,2002,R,,nfl_0017,nfl_0016,H,0,0,24,17,0,1582.205057087115,1588.4898340580362,6.284776970921261,0.7862478165624857,1.0
2002-11-24,2002,R,,nfl_0016,nfl_0017,A,0,0,17,24,0,1427.9454999885106,1421.6607230175894,-6.284776970921261,0.21375218343751434,0.0
2002-11-24,2002,R,,nfl_0003,nfl_0029,H,1,0,13,12,0,1463.893468950493,1471.1193130878596,7.225844137366679,0.5371149802637847,1.0
2002-11-24,2002,R,,nfl_0029,nfl_0003,A,1,0,12,13,0,1510.0558133091492,1502.8299691717825,-7.225844137366679,0.4628850197362153,0.0
2002-11-24,2002,R,,nfl_0006,nfl_0010,H,1,1,20,17,1,1417.7059690657206,1422.9964466931904,5.290477627469806,0.677639531908589,1.0
2002-11-24,2002,R,,nfl_0010,nfl_0006,A,1,1,17,20,1,1354.6431866418986,1349.352709014429,-5.290477627469806,0.32236046809141095,0.0
2002-11-24,2002,R,,nfl_0008,nfl_0013,H,0,0,21,19,0,1407.103642364997,1416.5464556286029,9.442813263605819,0.46345192021101733,1.0
2002-11-24,2002,R,,nfl_0013,nfl_0008,A,0,0,19,21,0,1504.5452259817898,1495.102412718184,-9.442813263605819,0.5365480797889827,0.0
2002-11-24,2002,R,,nfl_0001,nfl_0021,H,0,0,20,41,0,1408.935991045688,1391.1269361736186,-17.809054872069492,0.3124026431108377,0.0
2002-11-24,2002,R,,nfl_0021,nfl_0001,A,0,0,41,20,0,1617.9837906417365,1635.792845513806,17.809054872069495,0.6875973568891622,1.0
2002-11-24,2002,R,,nfl_0025,nfl_0014,H,0,0,39,32,0,1429.7418448129722,1446.0579709426163,16.3161261296441,0.46907476897346706,1.0
2002-11-24,2002,R,,nfl_0014,nfl_0025,A,0,0,32,39,0,1523.258361355464,1506.94223522582,-16.3161261296441,0.5309252310265329,0.0
2002-11-24,2002,R,,nfl_0028,nfl_0011,H,1,0,21,7,0,1638.711100341835,1657.8978418760678,19.18674153423287,0.6229621622150192,1.0
2002-11-24,2002,R,,nfl_0011,nfl_0028,A,1,0,7,21,0,1623.480407191885,1604.2936656576521,-19.18674153423287,0.3770378377849808,0.0
2002-11-24,2002,R,,nfl_0032,nfl_0019,H,0,0,16,14,0,1315.0007197231714,1325.8992211776997,10.898501454528207,0.33918505043739006,1.0
2002-11-24,2002,R,,nfl_0019,nfl_0032,A,0,0,14,16,0,1502.8579824956373,1491.959481041109,-10.898501454528207,0.6608149495626099,0.0
2002-11-24,2002,R,,nfl_0009,nfl_0012,H,1,0,20,23,1,1565.866818222487,1556.095858464891,-9.770959757595774,0.6358238580206054,0.0
2002-11-24,2002,R,,nfl_0012,nfl_0009,A,1,0,23,20,1,1541.056686557705,1550.8276463153009,9.770959757595774,0.36417614197939463,1.0
2002-11-25,2002,R,,nfl_0026,nfl_0022,H,1,0,17,38,0,1589.370819558432,1552.9483378140858,-36.42248174434628,0.5519865756961582,0.0
2002-11-25,2002,R,,nfl_0022,nfl_0026,A,1,0,38,17,0,1625.1158241977166,1661.5383059420628,36.42248174434628,0.44801342430384183,1.0
2002-11-28,2002,R,,nfl_0010,nfl_0017,H,0,0,12,20,0,1349.352709014429,1341.2094000386755,-8.143308975753309,0.27645421012873883,0.0
2002-11-28,2002,R,,nfl_0017,nfl_0010,A,0,0,20,12,0,1588.4898340580362,1596.6331430337896,8.143308975753309,0.7235457898712612,1.0
2002-11-28,2002,R,,nfl_0008,nfl_0030,H,1,1,27,20,0,1416.5464556286029,1432.537472162939,15.99101653433615,0.5482132066394487,1.0
2002-11-28,2002,R,,nfl_0030,nfl_0008,A,1,1,20,27,0,1454.9400707634907,1438.9490542291546,-15.99101653433615,0.4517867933605513,0.0
2002-12-01,2002,R,,nfl_0016,nfl_0002,H,1,0,24,30,1,1421.6607230175894,1415.0489841043532,-6.611738913236113,0.3536512140206145,0.0
2002-12-01,2002,R,,nfl_0002,nfl_0016,A,1,0,30,24,1,1598.4174366756156,1605.0291755888518,6.611738913236113,0.6463487859793855,1.0
2002-12-01,2002,R,,nfl_0014,nfl_0001,H,0,0,49,0,0,1506.94223522582,1535.127606810756,28.185371584936192,0.7467118831519372,1.0
2002-12-01,2002,R,,nfl_0001,nfl_0014,A,0,0,0,49,0,1391.1269361736186,1362.9415645886825,-28.185371584936192,0.25328811684806285,0.0
2002-12-01,2002,R,,nfl_0004,nfl_0015,H,1,1,38,21,0,1422.3476301597611,1457.041274098739,34.6936439389778,0.38764039032812186,1.0
2002-12-01,2002,R,,nfl_0015,nfl_0004,A,1,1,21,38,0,1573.7786362994914,1539.0849923605135,-34.6936439389778,0.6123596096718782,0.0
2002-12-01,2002,R,,nfl_0011,nfl_0006,H,1,1,30,20,0,1604.2936656576521,1611.7122828041172,7.418617146465114,0.8112412903870976,1.0
2002-12-01,2002,R,,nfl_0006,nfl_0011,A,1,1,20,30,0,1422.9964466931904,1415.5778295467253,-7.418617146465114,0.18875870961290242,0.0
2002-12-01,2002,R,,nfl_0007,nfl_0003,H,1,1,23,27,0,1328.5922367620094,1318.747819652429,-9.844417109580583,0.39987487571229036,0.0
2002-12-01,2002,R,,nfl_0003,nfl_0007,A,1,1,27,23,0,1471.1193130878596,1480.96373019744,9.844417109580581,0.6001251242877097,1.0
2002-12-01,2002,R,,nfl_0019,nfl_0029,H,0,0,29,32,1,1491.959481041109,1483.156273088286,-8.803207952822996,0.5870757649152044,0.0
2002-12-01,2002,R,,nfl_0029,nfl_0019,A,0,0,32,29,1,1502.8299691717825,1511.6331771246055,8.803207952822996,0.4129242350847956,1.0
2002-12-01,2002,R,,nfl_0031,nfl_0005,H,0,0,6,13,0,1519.4704105005642,1496.6597642926436,-22.810646207920534,0.7907303452353052,0.0
2002-12-01,2002,R,,nfl_0005,nfl_0031,A,0,0,13,6,0,1360.54155136202,1383.3521975699407,22.810646207920534,0.20926965476469483,1.0
2002-12-01,2002,R,,nfl_0013,nfl_0023,H,1,0,23,25,0,1495.102412718184,1486.4187169347722,-8.683695783411862,0.4857415114320414,0.0
2002-12-01,2002,R,,nfl_0023,nfl_0013,A,1,0,25,23,0,1577.0129124150974,1585.6966081985092,8.68369578341186,0.5142584885679586,1.0
2002-12-01,2002,R,,nfl_0012,nfl_0032,H,1,1,19,3,0,1550.8276463153009,1558.7463122921356,7.918665976834753,0.8467399425496135,1.0
2002-12-01,2002,R,,nfl_0032,nfl_0012,A,1,1,3,19,0,1325.8992211776997,1317.980555200865,-7.918665976834753,0.1532600574503865,0.0
2002-12-01,2002,R,,nfl_0024,nfl_0009,H,1,1,30,27,1,1489.0691189888403,1497.0073638365407,7.938244847700398,0.5071566084357387,1.0
2002-12-01,2002,R,,nfl_0009,nfl_0024,A,1,1,27,30,1,1556.095858464891,1548.1576136171907,-7.938244847700398,0.49284339156426127,0.0
2002-12-01,2002,R,,nfl_0022,nfl_0027,H,1,0,10,3,0,1661.5383059420628,1669.9451415017104,8.406835559647618,0.7256408858211978,1.0
2002-12-01,2002,R,,nfl_0027,nfl_0022,A,1,0,3,10,0,1558.5773648098486,1550.170529250201,-8.406835559647618,0.2743591141788022,0.0
2002-12-01,2002,R,,nfl_0026,nfl_0025,H,1,1,31,24,0,1552.9483378140858,1562.018505455255,9.070167641169284,0.7301210769007999,1.0
2002-12-01,2002,R,,nfl_0025,nfl_0026,A,1,1,24,31,0,1446.0579709426163,1436.987803301447,-9.070167641169284,0.26987892309920014,0.0
2002-12-01,2002,R,,nfl_0018,nfl_0028,H,1,1,23,20,0,1539.443609912183,1551.9879877762103,12.54437786402709,0.43354254172250284,1.0
2002-12-01,2002,R,,nfl_0028,nfl_0018,A,1,1,20,23,0,1657.8978418760678,1645.3534640120406,-12.54437786402709,0.5664574582774972,0.0
2002-12-02,2002,R,,nfl_0021,nfl_0020,H,1,0,26,20,0,1635.792845513806,1643.2429133056698,7.450067791863837,0.735036039522,1.0
2002-12-02,2002,R,,nfl_0020,nfl_0021,A,1,0,20,26,0,1530.5441147829254,1523.0940469910615,-7.450067791863837,0.26496396047799997,0.0
2002-12-08,2002,R,,nfl_0014,nfl_0027,H,0,0,49,10,0,1535.127606810756,1576.8643625340435,41.736755723287295,0.5812413399963989,1.0
2002-12-08,2002,R,,nfl_0027,nfl_0014,A,0,0,10,49,0,1550.170529250201,1508.4337735269137,-41.736755723287295,0.41875866000360107,0.0
2002-12-08,2002,R,,nfl_0028,nfl_0002,H,1,1,34,10,0,1645.3534640120406,1671.8201061094896,26.466642097449114,0.6562417469670843,1.0
2002-12-08,2002,R,,nfl_0002,nfl_0028,A,1,1,10,34,0,1605.0291755888518,1578.5625334914027,-26.466642097449114,0.34375825303291574,0.0
2002-12-08,2002,R,,nfl_0023,nfl_0032,H,1,0,6,24,0,1585.6966081985092,1543.0606869062692,-42.63592129224013,0.8760519426253779,0.0
2002-12-08,2002,R,,nfl_0032,nfl_0023,A,1,0,24,6,0,1317.980555200865,1360.616476493105,42.63592129224013,0.12394805737462211,1.0
2002-12-08,2002,R,,nfl_0017,nfl_0004,H,1,1,27,17,0,1596.6331430337896,1605.4879114636315,8.854768429841895,0.7777426057021333,1.0
2002-12-08,2002,R,,nfl_0004,nfl_0017,A,1,1,17,27,0,1457.041274098739,1448.186505668897,-8.854768429841895,0.22225739429786673,0.0
2002-12-08,2002,R,,nfl_0005,nfl_0007,H,0,0,52,31,0,1383.3521975699407,1402.534965316275,19.182767746334402,0.6870487903759637,1.0
2002-12-08,2002,R,,nfl_0007,nfl_0005,A,0,0,31,52,0,1318.747819652429,1299.5650519060946,-19.182767746334402,0.31295120962403633,0.0
2002-12-08,2002,R,,nfl_0008,nfl_0026,H,1,0,27,31,0,1432.537472162939,1423.0556449328103,-9.481827230128676,0.4264503278453603,0.0
2002-12-08,2002,R,,nfl_0026,nfl_0008,A,1,0,31,27,0,1562.018505455255,1571.5003326853837,9.481827230128676,0.5735496721546397,1.0
2002-12-08,2002,R,,nfl_0030,nfl_0019,H,1,1,21,27,0,1438.9490542291546,1421.466546790747,-17.482507438407456,0.5484789445067811,0.0
2002-12-08,2002,R,,nfl_0019,nfl_0030,A,1,1,27,21,0,1483.156273088286,1500.6387805266936,17.482507438407456,0.45152105549321886,1.0
2002-12-08,2002,R,,nfl_0013,nfl_0031,H,1,0,20,21,0,1486.4187169347722,1477.2734055130109,-9.145311421761313,0.5879538520586021,0.0
